amt,gender,city_pop,is_fraud,age,trans_month,trans_year,latitudinal_distance,longitudinal_distance,category_food_dining,category_gas_transport,category_grocery_net,category_grocery_pos,category_health_fitness,category_home,category_kids_pets,category_misc_net,category_misc_pos,category_personal_care,category_shopping_net,category_shopping_pos,category_travel
6.47,0,54185,1,833414400000000000,4,2019,0.347,0.775,False,True,False,False,False,False,False,False,False,False,False,False,False
899.06,1,4680,1,1042761600000000000,4,2019,0.598,0.868,False,False,False,False,False,False,False,False,False,False,False,True,False
973.89,1,1022298,1,1342828800000000000,4,2019,0.742,0.265,False,False,False,False,False,False,False,False,False,False,True,False,False
1089.5,1,1022298,1,1342828800000000000,4,2019,0.656,0.86,False,False,False,False,False,False,False,False,False,False,True,False,False
495.11,1,1022298,1,1342828800000000000,4,2019,0.642,0.077,False,False,False,False,False,False,False,False,False,False,False,False,False
110.39,1,1022298,1,1342828800000000000,4,2019,0.256,0.992,True,False,False,False,False,False,False,False,False,False,False,False,False
1052.8,1,1022298,1,1342828800000000000,4,2019,0.608,0.953,False,False,False,False,False,False,False,False,False,False,True,False,False
577.62,0,54185,1,833500800000000000,4,2019,0.612,0.058,False,False,False,False,False,False,False,False,False,False,False,False,False
7.61,0,54185,1,833500800000000000,4,2019,0.399,0.541,False,False,False,False,False,False,False,False,True,False,False,False,False
307.42,1,1022298,1,1342915200000000000,4,2019,0.855,0.521,False,False,False,True,False,False,False,False,False,False,False,False,False
983.87,0,54185,1,833500800000000000,4,2019,0.399,0.037,False,False,False,False,False,False,False,False,False,False,True,False,False
845.48,1,1022298,1,1342915200000000000,4,2019,0.931,0.085,False,False,False,False,False,False,False,True,False,False,False,False,False
312.32,1,4680,1,1042848000000000000,4,2019,0.257,0.464,False,False,False,True,False,False,False,False,False,False,False,False,False
771.14,1,1022298,1,1342915200000000000,4,2019,0.062,0.859,False,False,False,False,False,False,False,True,False,False,False,False,False
725.31,1,4680,1,1042848000000000000,4,2019,0.551,0.289,False,False,False,False,False,False,False,True,False,False,False,False,False
10.05,1,1022298,1,1342915200000000000,4,2019,0.246,0.037,False,True,False,False,False,False,False,False,False,False,False,False,False
772.91,0,54185,1,833500800000000000,4,2019,0.444,0.485,False,False,False,False,False,False,False,False,False,False,False,True,False
19.41,0,54185,1,833500800000000000,4,2019,0.698,0.967,False,False,False,False,False,False,False,False,False,True,False,False,False
869.52,1,4680,1,1042848000000000000,4,2019,0.444,0.44,False,False,False,False,False,False,False,False,False,False,False,True,False
948.93,1,1022298,1,1342915200000000000,4,2019,0.006,0.712,False,False,False,False,False,False,False,False,False,False,True,False,False
1092.74,1,4680,1,1042848000000000000,4,2019,0.46,0.243,False,False,False,False,False,False,False,False,False,False,True,False,False
719.06,1,4680,1,1042848000000000000,4,2019,0.171,0.402,False,False,False,False,False,False,False,False,False,False,False,True,False
289.02,1,2971,1,2241388800000000000,4,2019,0.156,0.448,False,False,False,True,False,False,False,False,False,False,False,False,False
835.73,1,2971,1,2241388800000000000,4,2019,0.694,0.812,False,False,False,False,False,False,False,False,False,False,False,True,False
851.8,1,2971,1,2241388800000000000,4,2019,0.767,0.201,False,False,False,False,False,False,False,False,False,False,True,False,False
698.55,1,2971,1,2241388800000000000,4,2019,0.509,0.189,False,False,False,False,False,False,False,True,False,False,False,False,False
255.87,1,2971,1,2241475200000000000,4,2019,0.752,0.258,False,False,False,True,False,False,False,False,False,False,False,False,False
11.87,1,2971,1,2241475200000000000,4,2019,0.745,0.568,False,True,False,False,False,False,False,False,False,False,False,False,False
239.07,1,2971,1,2241475200000000000,4,2019,0.697,0.65,False,False,False,True,False,False,False,False,False,False,False,False,False
273.06,1,2971,1,2241475200000000000,4,2019,0.35,0.845,False,False,False,True,False,False,False,False,False,False,False,False,False
980.37,1,2971,1,2241475200000000000,4,2019,0.297,0.641,False,False,False,False,False,False,False,False,False,False,False,True,False
913.02,1,2971,1,2241475200000000000,4,2019,0.972,0.856,False,False,False,False,False,False,False,False,False,False,False,True,False
18.59,1,663,1,1586390400000000000,4,2019,0.818,0.069,False,True,False,False,False,False,False,False,False,False,False,False,False
339.86,1,663,1,1586390400000000000,4,2019,0.214,0.85,False,False,False,True,False,False,False,False,False,False,False,False,False
15.61,1,663,1,1586390400000000000,4,2019,0.639,0.784,False,False,True,False,False,False,False,False,False,False,False,False,False
315.03,1,663,1,1586390400000000000,4,2019,0.157,0.259,False,False,False,True,False,False,False,False,False,False,False,False,False
920.59,1,663,1,1586390400000000000,4,2019,0.865,0.717,False,False,False,False,False,False,False,False,False,False,True,False,False
780.81,1,663,1,1586390400000000000,4,2019,0.485,0.467,False,False,False,False,False,False,False,False,False,False,False,True,False
1065.52,1,663,1,1586390400000000000,4,2019,0.929,0.087,False,False,False,False,False,False,False,False,False,False,True,False,False
21.07,1,663,1,1586476800000000000,4,2019,0.068,0.371,False,True,False,False,False,False,False,False,False,False,False,False,False
351.32,1,663,1,1586476800000000000,4,2019,0.029,0.628,False,False,False,True,False,False,False,False,False,False,False,False,False
779.33,1,663,1,1586476800000000000,4,2019,0.968,0.069,False,False,False,False,False,False,False,False,False,False,False,True,False
991.83,1,663,1,1586476800000000000,4,2019,0.715,0.282,False,False,False,False,False,False,False,False,False,False,True,False,False
4.79,1,663,1,1586476800000000000,4,2019,0.205,0.038,False,False,False,False,False,False,True,False,False,False,False,False,False
895.84,1,663,1,1586476800000000000,4,2019,0.696,0.815,False,False,False,False,False,False,False,False,False,False,True,False,False
798.71,1,663,1,1586476800000000000,4,2019,0.458,0.926,False,False,False,False,False,False,False,False,False,False,False,True,False
1029.09,1,663,1,1586476800000000000,4,2019,0.976,0.889,False,False,False,False,False,False,False,False,False,False,True,False,False
929.5,1,28739,1,609897600000000000,4,2019,0.618,0.636,False,False,False,False,False,False,False,True,False,False,False,False,False
11.61,1,28739,1,609897600000000000,4,2019,0.427,0.711,False,True,False,False,False,False,False,False,False,False,False,False,False
723.19,1,28739,1,609897600000000000,4,2019,0.712,0.904,False,False,False,False,False,False,False,True,False,False,False,False,False
14.01,0,191096,1,1737244800000000000,4,2019,0.506,0.655,False,True,False,False,False,False,False,False,False,False,False,False,False
861.34,0,191096,1,1737244800000000000,4,2019,0.547,0.122,False,False,False,False,False,False,False,False,False,False,True,False,False
289.51,0,191096,1,1737244800000000000,4,2019,0.719,0.189,False,False,False,True,False,False,False,False,False,False,False,False,False
865.88,0,191096,1,1737244800000000000,4,2019,0.833,0.721,False,False,False,False,False,False,False,True,False,False,False,False,False
20.51,1,28739,1,609897600000000000,4,2019,0.832,0.384,False,False,False,False,False,False,False,False,False,True,False,False,False
999.18,1,28739,1,609897600000000000,4,2019,0.628,0.327,False,False,False,False,False,False,False,False,False,False,True,False,False
736.18,1,28739,1,609897600000000000,4,2019,0.048,0.139,False,False,False,False,False,False,False,False,False,False,False,True,False
756.01,1,28739,1,609897600000000000,4,2019,0.31,0.486,False,False,False,False,False,False,False,False,False,False,False,True,False
309.33,0,191096,1,1737331200000000000,4,2019,0.939,0.426,False,False,False,True,False,False,False,False,False,False,False,False,False
262.56,0,191096,1,1737331200000000000,4,2019,0.525,0.192,False,False,False,True,False,False,False,False,False,False,False,False,False
289.82,1,28739,1,609984000000000000,4,2019,0.231,0.109,False,False,False,True,False,False,False,False,False,False,False,False,False
9.57,0,459921,1,1857600000000000000,4,2019,0.289,0.603,False,True,False,False,False,False,False,False,False,False,False,False,False
309.88,1,28739,1,609984000000000000,4,2019,0.361,0.617,False,False,False,True,False,False,False,False,False,False,False,False,False
11.93,0,191096,1,1737331200000000000,4,2019,0.138,0.227,False,True,False,False,False,False,False,False,False,False,False,False,False
297.95,0,191096,1,1737331200000000000,4,2019,0.3,0.685,False,False,False,True,False,False,False,False,False,False,False,False,False
321.81,1,28739,1,609984000000000000,4,2019,0.145,0.248,False,False,False,True,False,False,False,False,False,False,False,False,False
792.33,1,493806,1,1224028800000000000,4,2019,0.607,0.064,False,False,False,False,False,False,False,True,False,False,False,False,False
296.76,1,493806,1,1224028800000000000,4,2019,0.421,0.906,False,False,False,True,False,False,False,False,False,False,False,False,False
304.1,1,28739,1,609984000000000000,4,2019,0.829,0.073,False,False,False,True,False,False,False,False,False,False,False,False,False
293.09,1,28739,1,609984000000000000,4,2019,0.695,0.074,False,False,False,True,False,False,False,False,False,False,False,False,False
999.84,0,191096,1,1737331200000000000,4,2019,0.953,0.271,False,False,False,False,False,False,False,False,False,False,True,False,False
790.36,1,28739,1,609984000000000000,4,2019,0.727,0.895,False,False,False,False,False,False,False,False,False,False,False,True,False
676.39,0,1533,1,2651788800000000000,4,2019,0.705,0.552,False,False,False,False,False,False,False,True,False,False,False,False,False
925.43,1,493806,1,1224028800000000000,4,2019,0.564,0.622,False,False,False,False,False,False,False,True,False,False,False,False,False
872.94,0,191096,1,1737331200000000000,4,2019,0.476,0.75,False,False,False,False,False,False,False,False,False,False,True,False,False
964.86,1,28739,1,609984000000000000,4,2019,0.833,0.82,False,False,False,False,False,False,False,False,False,False,True,False,False
883.54,1,28739,1,609984000000000000,4,2019,0.246,0.526,False,False,False,False,False,False,False,False,False,False,True,False,False
1046.02,1,28739,1,609984000000000000,4,2019,0.926,0.774,False,False,False,False,False,False,False,False,False,False,True,False,False
991.86,0,1533,1,2651788800000000000,4,2019,0.67,0.658,False,False,False,False,False,False,False,False,False,False,True,False,False
945.07,0,191096,1,1737331200000000000,4,2019,0.164,0.565,False,False,False,False,False,False,False,False,False,False,False,True,False
823.24,0,459921,1,1857600000000000000,4,2019,0.599,0.397,False,False,False,False,False,False,False,False,False,False,True,False,False
776.37,1,493806,1,1224028800000000000,4,2019,0.439,0.555,False,False,False,False,False,False,False,False,False,False,False,True,False
1102.19,0,459921,1,1857600000000000000,4,2019,0.024,0.647,False,False,False,False,False,False,False,False,False,False,False,True,False
277.2,0,191096,1,1737331200000000000,4,2019,0.072,0.968,False,False,False,True,False,False,False,False,False,False,False,False,False
557.02,0,1533,1,2651788800000000000,4,2019,0.552,0.006,False,False,False,False,False,False,False,False,False,False,False,False,False
314.42,0,2135,1,472348800000000000,4,2019,0.34,0.101,False,False,False,True,False,False,False,False,False,False,False,False,False
7.19,1,493806,1,1224115200000000000,4,2019,0.379,0.634,False,True,False,False,False,False,False,False,False,False,False,False,False
13.58,1,493806,1,1224115200000000000,4,2019,0.953,0.014,False,True,False,False,False,False,False,False,False,False,False,False,False
790.78,1,493806,1,1224115200000000000,4,2019,0.653,0.887,False,False,False,False,False,False,False,True,False,False,False,False,False
8.62,1,493806,1,1224115200000000000,4,2019,0.582,0.747,False,True,False,False,False,False,False,False,False,False,False,False,False
10.15,0,459921,1,1857686400000000000,4,2019,0.45,0.943,False,True,False,False,False,False,False,False,False,False,False,False,False
899.6,1,493806,1,1224115200000000000,4,2019,0.065,0.711,False,False,False,False,False,False,False,True,False,False,False,False,False
292.07,0,459921,1,1857686400000000000,4,2019,0.566,0.989,False,False,False,True,False,False,False,False,False,False,False,False,False
1223.77,0,459921,1,1857686400000000000,4,2019,0.891,0.543,False,False,False,False,False,False,False,False,False,False,True,False,False
777.94,1,493806,1,1224115200000000000,4,2019,0.624,0.676,False,False,False,False,False,False,False,True,False,False,False,False,False
1088.06,0,459921,1,1857686400000000000,4,2019,0.991,0.334,False,False,False,False,False,False,False,False,False,False,True,False,False
656.01,1,493806,1,1224115200000000000,4,2019,0.143,0.451,False,False,False,False,False,False,False,True,False,False,False,False,False
10.92,0,459921,1,1857686400000000000,4,2019,0.684,0.038,False,False,False,False,False,False,False,False,False,False,False,False,True
21.77,0,2135,1,472348800000000000,4,2019,0.509,0.06,False,False,False,False,False,False,True,False,False,False,False,False,False
1094.71,0,2135,1,472348800000000000,4,2019,0.909,0.419,False,False,False,False,False,False,False,False,False,False,True,False,False
287.63,0,459921,1,1857686400000000000,4,2019,0.926,0.418,False,False,False,True,False,False,False,False,False,False,False,False,False
8.57,0,459921,1,1857686400000000000,4,2019,0.515,0.77,False,False,False,False,False,False,False,False,True,False,False,False,False
906.39,0,459921,1,1857686400000000000,4,2019,0.861,0.256,False,False,False,False,False,False,False,False,False,False,False,True,False
4.8,0,1533,1,2651875200000000000,4,2019,0.302,0.461,False,False,False,False,False,False,True,False,False,False,False,False,False
752.7,0,1533,1,2651875200000000000,4,2019,0.188,0.975,False,False,False,False,False,False,False,False,False,False,False,True,False
20.53,1,2135,1,1837814400000000000,4,2019,0.907,0.506,False,True,False,False,False,False,False,False,False,False,False,False,False
18.06,1,2135,1,1837814400000000000,4,2019,0.491,0.166,False,True,False,False,False,False,False,False,False,False,False,False,False
294.91,0,18799,1,603244800000000000,4,2019,0.512,0.37,False,False,False,True,False,False,False,False,False,False,False,False,False
311.8,1,40470,1,2477260800000000000,4,2019,0.601,0.774,False,False,False,True,False,False,False,False,False,False,False,False,False
868.29,0,18799,1,603244800000000000,4,2019,0.232,0.537,False,False,False,False,False,False,False,True,False,False,False,False,False
8.99,0,2135,1,472435200000000000,4,2019,0.199,0.338,False,True,False,False,False,False,False,False,False,False,False,False,False
280.26,0,18799,1,603244800000000000,4,2019,0.156,0.932,False,False,False,True,False,False,False,False,False,False,False,False,False
296.25,0,18799,1,603244800000000000,4,2019,0.085,0.638,False,False,False,True,False,False,False,False,False,False,False,False,False
301.82,1,40470,1,2477260800000000000,4,2019,0.241,0.226,False,False,False,True,False,False,False,False,False,False,False,False,False
348.41,1,2135,1,1837814400000000000,4,2019,0.025,0.129,False,False,False,True,False,False,False,False,False,False,False,False,False
1224.1,0,2135,1,472435200000000000,4,2019,0.933,0.984,False,False,False,False,False,False,False,False,False,False,False,True,False
944.92,1,40470,1,2477260800000000000,4,2019,0.17,0.594,False,False,False,False,False,False,False,False,False,False,True,False,False
18.87,0,3343,1,911606400000000000,4,2019,0.09,0.241,False,False,False,False,False,False,True,False,False,False,False,False,False
1003.41,1,2135,1,1837814400000000000,4,2019,0.548,0.432,False,False,False,False,False,False,False,False,False,False,True,False,False
266.59,1,40470,1,2477260800000000000,4,2019,0.328,0.991,False,False,False,False,False,True,False,False,False,False,False,False,False
20.58,0,18799,1,603244800000000000,4,2019,0.325,0.459,False,False,False,False,True,False,False,False,False,False,False,False,False
24.25,0,3343,1,911606400000000000,4,2019,0.133,0.521,False,False,False,False,False,False,True,False,False,False,False,False,False
719.08,1,40470,1,2477260800000000000,4,2019,0.888,0.746,False,False,False,False,False,False,False,True,False,False,False,False,False
331.56,1,2135,1,1837814400000000000,4,2019,0.178,0.319,False,False,False,True,False,False,False,False,False,False,False,False,False
1012.77,0,18799,1,603244800000000000,4,2019,0.917,0.166,False,False,False,False,False,False,False,False,False,False,True,False,False
341.8,1,2135,1,1837900800000000000,4,2019,0.6,0.318,False,False,False,True,False,False,False,False,False,False,False,False,False
340.02,1,129,1,1684195200000000000,4,2019,0.052,0.479,False,False,False,True,False,False,False,False,False,False,False,False,False
18.55,0,1725,1,1638576000000000000,4,2019,0.971,0.733,False,True,False,False,False,False,False,False,False,False,False,False,False
307.53,1,129,1,1684195200000000000,4,2019,0.673,0.621,False,False,False,True,False,False,False,False,False,False,False,False,False
298.19,0,1725,1,1638576000000000000,4,2019,0.575,0.234,False,False,False,True,False,False,False,False,False,False,False,False,False
554.94,0,3343,1,911692800000000000,4,2019,0.698,0.105,False,False,False,False,False,False,False,False,False,False,False,False,False
286.12,1,40470,1,2477347200000000000,4,2019,0.082,0.739,False,False,False,True,False,False,False,False,False,False,False,False,False
344.48,1,129,1,1684195200000000000,4,2019,0.047,0.524,False,False,False,True,False,False,False,False,False,False,False,False,False
885.96,0,18799,1,603331200000000000,4,2019,0.987,0.965,False,False,False,False,False,False,False,True,False,False,False,False,False
12.43,0,3343,1,911692800000000000,4,2019,0.118,0.332,False,False,True,False,False,False,False,False,False,False,False,False,False
10.93,0,18799,1,603331200000000000,4,2019,0.987,0.665,False,False,True,False,False,False,False,False,False,False,False,False,False
20.3,1,129,1,1684195200000000000,4,2019,0.779,0.945,False,True,False,False,False,False,False,False,False,False,False,False,False
2.13,0,1725,1,1638576000000000000,4,2019,0.008,0.929,False,False,False,False,False,False,False,False,False,False,False,False,True
909.36,1,40470,1,2477347200000000000,4,2019,0.918,0.899,False,False,False,False,False,False,False,False,False,False,True,False,False
973.38,1,129,1,1684195200000000000,4,2019,0.814,0.773,False,False,False,False,False,False,False,False,False,False,True,False,False
327.57,1,2135,1,1837900800000000000,4,2019,0.179,0.677,False,False,False,True,False,False,False,False,False,False,False,False,False
18.81,0,3343,1,911692800000000000,4,2019,0.553,0.474,False,False,False,False,False,False,False,False,False,True,False,False,False
882.64,1,2135,1,1837900800000000000,4,2019,0.687,0.065,False,False,False,False,False,False,False,True,False,False,False,False,False
794.06,1,129,1,1684195200000000000,4,2019,0.599,0.354,False,False,False,False,False,False,False,True,False,False,False,False,False
977.96,1,40470,1,2477347200000000000,4,2019,0.665,0.066,False,False,False,False,False,False,False,False,False,False,False,True,False
1135.74,1,40470,1,2477347200000000000,4,2019,0.188,0.629,False,False,False,False,False,False,False,False,False,False,False,True,False
119.42,1,2135,1,1837900800000000000,4,2019,0.006,0.053,True,False,False,False,False,False,False,False,False,False,False,False,False
296.02,1,40470,1,2477347200000000000,4,2019,0.665,0.312,False,False,False,True,False,False,False,False,False,False,False,False,False
806.16,1,129,1,1684195200000000000,4,2019,0.594,0.6,False,False,False,False,False,False,False,True,False,False,False,False,False
333.17,0,1725,1,1638576000000000000,4,2019,0.231,0.525,False,False,False,True,False,False,False,False,False,False,False,False,False
336.71,0,1725,1,1638576000000000000,4,2019,0.082,0.704,False,False,False,True,False,False,False,False,False,False,False,False,False
960.49,0,18799,1,603331200000000000,4,2019,0.394,0.152,False,False,False,False,False,False,False,False,False,False,True,False,False
965.16,1,129,1,1684195200000000000,4,2019,0.337,0.032,False,False,False,False,False,False,False,True,False,False,False,False,False
310.9,1,129,1,1684281600000000000,4,2019,0.736,0.769,False,False,False,True,False,False,False,False,False,False,False,False,False
23.29,1,1132,1,1836777600000000000,4,2019,0.866,0.264,False,True,False,False,False,False,False,False,False,False,False,False,False
313.33,0,1725,1,1638662400000000000,4,2019,0.429,0.68,False,False,False,True,False,False,False,False,False,False,False,False,False
302.59,0,1725,1,1638662400000000000,4,2019,0.232,0.781,False,False,False,True,False,False,False,False,False,False,False,False,False
348.39,1,1132,1,1836777600000000000,4,2019,0.93,0.286,False,False,False,True,False,False,False,False,False,False,False,False,False
8.94,1,10127,1,1991606400000000000,4,2019,0.413,0.262,False,False,True,False,False,False,False,False,False,False,False,False,False
921.04,1,10127,1,1991606400000000000,4,2019,0.361,0.642,False,False,False,False,False,False,False,False,False,False,True,False,False
1093.55,1,129,1,1684281600000000000,4,2019,0.255,0.792,False,False,False,False,False,False,False,False,False,False,True,False,False
305.5,0,1725,1,1638662400000000000,4,2019,0.455,0.401,False,False,False,True,False,False,False,False,False,False,False,False,False
290.88,1,1132,1,1836777600000000000,4,2019,0.599,0.017,False,False,False,True,False,False,False,False,False,False,False,False,False
328.99,1,10127,1,1991606400000000000,4,2019,0.826,0.008,False,False,False,True,False,False,False,False,False,False,False,False,False
368.08,1,1132,1,1836777600000000000,4,2019,0.685,0.792,False,False,False,True,False,False,False,False,False,False,False,False,False
938.4,1,129,1,1684281600000000000,4,2019,0.532,0.977,False,False,False,False,False,False,False,False,False,False,True,False,False
49.49,0,1725,1,1638662400000000000,4,2019,0.551,0.928,False,False,False,False,False,False,False,False,True,False,False,False,False
843.99,1,1132,1,1836777600000000000,4,2019,0.691,0.747,False,False,False,False,False,False,False,True,False,False,False,False,False
10.45,0,67082,1,1556064000000000000,5,2019,0.125,0.245,False,True,False,False,False,False,False,False,False,False,False,False,False
326.74,1,1132,1,1836864000000000000,5,2019,0.712,0.444,False,False,False,True,False,False,False,False,False,False,False,False,False
353.26,1,10127,1,1991692800000000000,5,2019,0.645,0.232,False,False,False,True,False,False,False,False,False,False,False,False,False
299.97,1,10127,1,1991692800000000000,5,2019,0.04,0.418,False,False,False,True,False,False,False,False,False,False,False,False,False
14.33,1,1132,1,1836864000000000000,5,2019,0.107,0.656,False,False,True,False,False,False,False,False,False,False,False,False,False
9.55,1,10127,1,1991692800000000000,5,2019,0.642,0.417,False,True,False,False,False,False,False,False,False,False,False,False,False
1124.85,0,67082,1,1556064000000000000,5,2019,0.751,0.181,False,False,False,False,False,False,False,False,False,False,True,False,False
1066.46,1,10127,1,1991692800000000000,5,2019,0.828,0.84,False,False,False,False,False,False,False,False,False,False,True,False,False
848.16,1,1132,1,1836864000000000000,5,2019,0.954,0.786,False,False,False,False,False,False,False,False,False,False,False,True,False
1193.21,1,1132,1,1836864000000000000,5,2019,0.087,0.885,False,False,False,False,False,False,False,False,False,False,True,False,False
888.74,0,67082,1,1556064000000000000,5,2019,0.829,0.319,False,False,False,False,False,False,False,False,False,False,True,False,False
999.62,1,10127,1,1991692800000000000,5,2019,0.384,0.588,False,False,False,False,False,False,False,False,False,False,True,False,False
21.99,0,67082,1,1556064000000000000,5,2019,0.285,0.061,False,False,False,False,False,False,False,False,False,True,False,False,False
956.19,1,10127,1,1991692800000000000,5,2019,0.645,0.054,False,False,False,False,False,False,False,False,False,False,False,True,False
1153.13,1,1132,1,1836864000000000000,5,2019,0.322,0.811,False,False,False,False,False,False,False,False,False,False,True,False,False
971.12,0,53,1,1469664000000000000,5,2019,0.338,0.468,False,False,False,False,False,False,False,False,False,False,True,False,False
12.02,0,53,1,1469664000000000000,5,2019,0.519,0.445,False,True,False,False,False,False,False,False,False,False,False,False,False
354.92,0,53,1,1469664000000000000,5,2019,0.739,0.386,False,False,False,True,False,False,False,False,False,False,False,False,False
1082.36,0,53,1,1469664000000000000,5,2019,0.094,0.963,False,False,False,False,False,False,False,False,False,False,True,False,False
309.91,0,67082,1,1556150400000000000,5,2019,0.645,0.211,False,False,False,True,False,False,False,False,False,False,False,False,False
301.68,0,67082,1,1556150400000000000,5,2019,0.863,0.555,False,False,False,True,False,False,False,False,False,False,False,False,False
262.04,0,67082,1,1556150400000000000,5,2019,0.502,0.889,False,False,False,True,False,False,False,False,False,False,False,False,False
6.03,0,190,1,1547596800000000000,5,2019,0.865,0.769,False,False,False,False,False,False,True,False,False,False,False,False,False
298.28,0,67082,1,1556150400000000000,5,2019,0.536,0.7,False,False,False,True,False,False,False,False,False,False,False,False,False
21.28,0,53,1,1469664000000000000,5,2019,0.239,0.98,False,False,False,False,False,False,True,False,False,False,False,False,False
853.98,0,190,1,1547596800000000000,5,2019,0.167,0.746,False,False,False,False,False,False,False,False,False,False,False,True,False
1125.96,0,190,1,1547596800000000000,5,2019,0.76,0.135,False,False,False,False,False,False,False,False,False,False,True,False,False
691.31,0,190,1,1547596800000000000,5,2019,0.933,0.684,False,False,False,False,False,False,False,True,False,False,False,False,False
19.49,0,53,1,1469664000000000000,5,2019,0.844,0.522,False,False,False,False,False,False,False,False,False,True,False,False,False
303.79,0,736284,1,1818806400000000000,5,2019,0.61,0.919,False,False,False,True,False,False,False,False,False,False,False,False,False
306.72,0,736284,1,1818806400000000000,5,2019,0.213,0.296,False,False,False,True,False,False,False,False,False,False,False,False,False
337.56,0,53,1,1469750400000000000,5,2019,0.932,0.915,False,False,False,True,False,False,False,False,False,False,False,False,False
14.77,0,1038,1,1736553600000000000,5,2019,0.601,0.102,False,False,True,False,False,False,False,False,False,False,False,False,False
282.74,0,736284,1,1818806400000000000,5,2019,0.281,0.552,False,False,False,True,False,False,False,False,False,False,False,False,False
325.92,0,190,1,1547683200000000000,5,2019,0.334,0.903,False,False,False,True,False,False,False,False,False,False,False,False,False
1022.06,0,1038,1,1736553600000000000,5,2019,0.036,0.428,False,False,False,False,False,False,False,False,False,False,True,False,False
1023.37,0,190,1,1547683200000000000,5,2019,0.927,0.353,False,False,False,False,False,False,False,False,False,False,True,False,False
7.46,0,190,1,1547683200000000000,5,2019,0.311,0.701,False,False,False,False,False,False,False,False,False,False,False,False,True
814.8,0,190,1,1547683200000000000,5,2019,0.156,0.362,False,False,False,False,False,False,False,True,False,False,False,False,False
975.74,0,736284,1,1818806400000000000,5,2019,0.565,0.986,False,False,False,False,False,False,False,False,False,False,False,True,False
846.66,0,736284,1,1818806400000000000,5,2019,0.425,0.318,False,False,False,False,False,False,False,False,False,False,True,False,False
820.32,0,736284,1,1818806400000000000,5,2019,0.34,0.201,False,False,False,False,False,False,False,True,False,False,False,False,False
19.21,0,53,1,1469750400000000000,5,2019,0.781,0.926,False,False,False,False,False,False,True,False,False,False,False,False,False
1145.78,0,736284,1,1818806400000000000,5,2019,0.441,0.181,False,False,False,False,False,False,False,False,False,False,True,False,False
239.8,0,53,1,1469750400000000000,5,2019,0.512,0.472,False,False,False,False,False,True,False,False,False,False,False,False,False
2.45,0,190,1,1547683200000000000,5,2019,0.705,0.871,False,False,False,False,False,False,False,False,False,False,False,False,True
6.02,1,631,1,1458432000000000000,5,2019,0.598,0.436,False,True,False,False,False,False,False,False,False,False,False,False,False
292.98,0,736284,1,1818892800000000000,5,2019,0.445,0.173,False,False,False,True,False,False,False,False,False,False,False,False,False
338.57,0,1038,1,1736640000000000000,5,2019,0.543,0.339,False,False,False,True,False,False,False,False,False,False,False,False,False
9.71,1,631,1,1458432000000000000,5,2019,0.562,0.99,False,True,False,False,False,False,False,False,False,False,False,False,False
960.2,0,736284,1,1818892800000000000,5,2019,0.08,0.515,False,False,False,False,False,False,False,False,False,False,True,False,False
821.37,1,631,1,1458432000000000000,5,2019,0.764,0.913,False,False,False,False,False,False,False,True,False,False,False,False,False
966.42,0,1038,1,1736640000000000000,5,2019,0.465,0.657,False,False,False,False,False,False,False,False,False,False,True,False,False
642.16,1,631,1,1458432000000000000,5,2019,0.456,0.203,False,False,False,False,False,False,False,True,False,False,False,False,False
830.2,0,1038,1,1736640000000000000,5,2019,0.872,0.945,False,False,False,False,False,False,False,False,False,False,False,True,False
748.49,0,1038,1,1736640000000000000,5,2019,0.879,0.975,False,False,False,False,False,False,False,False,False,False,False,True,False
889.2,0,736284,1,1818892800000000000,5,2019,0.25,0.235,False,False,False,False,False,False,False,True,False,False,False,False,False
19.8,0,736284,1,1818892800000000000,5,2019,0.986,0.807,False,False,False,False,False,False,True,False,False,False,False,False,False
117.07,0,1038,1,1736640000000000000,5,2019,0.618,0.624,True,False,False,False,False,False,False,False,False,False,False,False,False
50.21,0,1038,1,1736640000000000000,5,2019,0.034,0.41,False,False,False,False,False,False,False,False,True,False,False,False,False
319.27,1,631,1,1458518400000000000,5,2019,0.774,0.971,False,False,False,True,False,False,False,False,False,False,False,False,False
903.55,1,631,1,1458518400000000000,5,2019,0.038,0.926,False,False,False,False,False,False,False,False,False,False,True,False,False
296.06,1,631,1,1458518400000000000,5,2019,0.168,0.666,False,False,False,True,False,False,False,False,False,False,False,False,False
936.54,1,631,1,1458518400000000000,5,2019,0.329,0.677,False,False,False,False,False,False,False,False,False,False,True,False,False
927.87,1,631,1,1458518400000000000,5,2019,0.044,0.427,False,False,False,False,False,False,False,False,False,False,True,False,False
317.07,1,4474,1,1366588800000000000,5,2019,0.92,0.106,False,False,False,True,False,False,False,False,False,False,False,False,False
300.28,1,4474,1,1366588800000000000,5,2019,0.005,0.404,False,False,False,True,False,False,False,False,False,False,False,False,False
738.41,0,4512,1,839030400000000000,5,2019,0.826,0.418,False,False,False,False,False,False,False,False,False,False,False,True,False
277.17,1,4474,1,1366588800000000000,5,2019,0.146,0.213,False,False,False,True,False,False,False,False,False,False,False,False,False
18.81,0,4512,1,839030400000000000,5,2019,0.219,0.506,False,False,False,False,False,False,True,False,False,False,False,False,False
21.68,0,4512,1,839030400000000000,5,2019,0.038,0.234,False,False,False,False,False,False,True,False,False,False,False,False,False
